,i_temp-25,i_temp0,i_temp25,i_temp50,i_temp75,i_temp100,vref-25,vref0,vref25,vref50,vref75,vref100,name,type,time,OK
0,32.31745,29.46346,28.84197,25.81632,19.19562,13.760340000000001,3.296383,3.296189,3.296102,3.296115,3.296203,3.296348,tran_SchGtKttTtVt,Sch,Tue Feb  4 17:06:10 2025,False
